n_per_class,replications,max_se,max_ci95_half_width,target_ci95_half_width,stopping_reason
2,10,0.013852791902915359,0.027151472129714103,0.05,converged
4,10,0.015371428316248374,0.030127999499846812,0.05,converged
8,10,0.01584381215661297,0.031053871826961423,0.05,converged
16,10,0.015836331445092583,0.03103920963238146,0.05,converged
32,10,0.017164113784328236,0.033641663017283344,0.05,converged
