n_per_class,replications,max_se,max_ci95_half_width,target_ci95_half_width,stopping_reason
2,10,0.01438650870129987,0.028197557054547743,0.05,converged
4,10,0.013516378926459991,0.026492102695861584,0.05,converged
8,10,0.014787298536942937,0.028983105132408156,0.05,converged
16,10,0.016043934478260857,0.03144611157739128,0.05,converged
32,10,0.015180040978806035,0.029752880318459827,0.05,converged
