scenario_id,arm,n_per_class,classifier,classifier_label,subset_id,subset_size,x_label,subset_label,mean_loss,std_loss,se_loss,ci95_low,ci95_high,ci95_half_width,replications,stopping_reason
,single_gaussian_to_real,2,linear_svm,Linear SVM,0,1,{X1},{Temperature},0.2529415317709592,0.13633436723156192,0.021556356190478007,0.2106910736376223,0.29519198990429607,0.042250458133336895,40,max_budget
,single_gaussian_to_real,2,logistic_regression,Logistic Regression,0,1,{X1},{Temperature},0.21775187243295485,0.11933171772370038,0.018868001255358837,0.18077058997245155,0.25473315489345816,0.03698128246050332,40,max_budget
,single_gaussian_to_real,2,gaussian_nb,Gaussian Naive Bayes,0,1,{X1},{Temperature},0.2867258597084642,0.17560675710370258,0.027765866248182672,0.23230476186202617,0.34114695755490226,0.05442109784643804,40,max_budget
,single_gaussian_to_real,2,linear_svm,Linear SVM,1,1,{X2},{Humidity},0.5055065635821857,0.11319135314747406,0.017897124369124346,0.470428199818702,0.5405849273456694,0.035078363763483715,40,max_budget
,single_gaussian_to_real,2,logistic_regression,Logistic Regression,1,1,{X2},{Humidity},0.5104232101151647,0.11900221873678733,0.018815902891090676,0.47354404044862697,0.5473023797817024,0.036879169666537724,40,max_budget
,single_gaussian_to_real,2,gaussian_nb,Gaussian Naive Bayes,1,1,{X2},{Humidity},0.5094628332125313,0.15189777625514717,0.024017147224045337,0.46238922465340243,0.5565364417716602,0.04707360855912886,40,max_budget
,single_gaussian_to_real,2,linear_svm,Linear SVM,2,1,{X3},{Light},0.025938229846178627,0.007578684153317995,0.0011982951795754802,0.023589571294210687,0.028286888398146567,0.002348658551967941,40,max_budget
,single_gaussian_to_real,2,logistic_regression,Logistic Regression,2,1,{X3},{Light},0.027081823306756864,0.007327425202779983,0.0011585676512652948,0.024811030710276887,0.02935261590323684,0.002270792596479978,40,max_budget
,single_gaussian_to_real,2,gaussian_nb,Gaussian Naive Bayes,2,1,{X3},{Light},0.12118667955222677,0.18943010881198577,0.02995153006297039,0.062481680628804805,0.17989167847564874,0.058704998923421965,40,max_budget
,single_gaussian_to_real,2,linear_svm,Linear SVM,3,1,{X4},{CO2},0.2566863976805992,0.08441283144993353,0.013346840556284179,0.2305265901902822,0.2828462051709162,0.02615980749031699,40,max_budget
,single_gaussian_to_real,2,logistic_regression,Logistic Regression,3,1,{X4},{CO2},0.26367077393895466,0.09795311011841437,0.01548774659357375,0.2333147906155501,0.2940267572623592,0.03035598332340455,40,max_budget
,single_gaussian_to_real,2,gaussian_nb,Gaussian Naive Bayes,3,1,{X4},{CO2},0.38261254731416605,0.1868222956133962,0.029539198591980786,0.3247157180738837,0.4405093765544484,0.05789682924028234,40,max_budget
,single_gaussian_to_real,2,linear_svm,Linear SVM,4,1,{X5},{HumidityRatio},0.4785193686075542,0.14147413077467685,0.02236902416202502,0.43467608124998514,0.5223626559651232,0.04384328735756904,40,max_budget
,single_gaussian_to_real,2,logistic_regression,Logistic Regression,4,1,{X5},{HumidityRatio},0.4987678183136023,0.12303377952902651,0.019453348622536108,0.4606392550134315,0.5368963816137731,0.038128563300170774,40,max_budget
,single_gaussian_to_real,2,gaussian_nb,Gaussian Naive Bayes,4,1,{X5},{HumidityRatio},0.5094386727873077,0.1415353469696707,0.0223787032923185,0.4655764143343634,0.5533009312402519,0.04386225845294426,40,max_budget
,single_gaussian_to_real,2,linear_svm,Linear SVM,5,2,"{X1, X2}","{Temperature, Humidity}",0.3255858903116694,0.18567869624135994,0.029358379654662144,0.2680434661885316,0.3831283144348072,0.0575424241231378,40,max_budget
,single_gaussian_to_real,2,logistic_regression,Logistic Regression,5,2,"{X1, X2}","{Temperature, Humidity}",0.3076206007892406,0.17250488561059385,0.027275417301814132,0.2541607828776849,0.36108041870079627,0.0534598179115557,40,max_budget
,single_gaussian_to_real,2,gaussian_nb,Gaussian Naive Bayes,5,2,"{X1, X2}","{Temperature, Humidity}",0.3689981477007328,0.20731270984502095,0.032779017550593946,0.3047512733015687,0.4332450220998969,0.06424687439916413,40,max_budget
,single_gaussian_to_real,2,linear_svm,Linear SVM,6,2,"{X1, X3}","{Temperature, Light}",0.04414311025207377,0.017892635743907943,0.002829074114724516,0.03859812498721372,0.049688095516933824,0.005544985264860051,40,max_budget
,single_gaussian_to_real,2,logistic_regression,Logistic Regression,6,2,"{X1, X3}","{Temperature, Light}",0.051713376822098735,0.01689828123535025,0.0026718528622895307,0.04647654521201126,0.05695020843218621,0.0052368316100874805,40,max_budget
,single_gaussian_to_real,2,gaussian_nb,Gaussian Naive Bayes,6,2,"{X1, X3}","{Temperature, Light}",0.12658049448336958,0.16288963681229168,0.02575511297822254,0.0761004730460534,0.17706051592068578,0.05048002143731618,40,max_budget
,single_gaussian_to_real,2,linear_svm,Linear SVM,7,2,"{X1, X4}","{Temperature, CO2}",0.22989651284529272,0.08392515415558026,0.013269732005618944,0.2038878381142796,0.25590518757630587,0.02600867473101313,40,max_budget
,single_gaussian_to_real,2,logistic_regression,Logistic Regression,7,2,"{X1, X4}","{Temperature, CO2}",0.23177297253765,0.0837528434461862,0.013242487290272715,0.20581769744871548,0.25772824762658453,0.02595527508893452,40,max_budget
,single_gaussian_to_real,2,gaussian_nb,Gaussian Naive Bayes,7,2,"{X1, X4}","{Temperature, CO2}",0.3469497463155352,0.19425038246348045,0.030713682247171387,0.2867509291110793,0.4071485635199911,0.06019881720445592,40,max_budget
,single_gaussian_to_real,2,linear_svm,Linear SVM,8,2,"{X1, X5}","{Temperature, HumidityRatio}",0.309110493678022,0.1768324845015161,0.027959670766560772,0.2543095389755629,0.3639114483804811,0.05480095470245911,40,max_budget
,single_gaussian_to_real,2,logistic_regression,Logistic Regression,8,2,"{X1, X5}","{Temperature, HumidityRatio}",0.30291737134573565,0.17459728259830948,0.027606254314336966,0.2488091128896352,0.3570256298018361,0.054108258456100455,40,max_budget
