n_per_class,replications,max_se,max_ci95_half_width,target_ci95_half_width,stopping_reason
2,40,0.050300019772283634,0.09858803875367592,0.05,max_budget
4,40,0.02674763746106076,0.05242536942367909,0.05,max_budget
8,20,0.022265063317467408,0.04363952410223612,0.05,converged
16,20,0.024941565420716703,0.04888546822460474,0.05,converged
32,10,0.016858734930310048,0.033043120463407696,0.05,converged
