n_per_class,replications,max_se,max_ci95_half_width,target_ci95_half_width,stopping_reason
2,40,0.040405568139630005,0.0791949135536748,0.05,max_budget
4,40,0.029894631924820645,0.05859347857264846,0.05,max_budget
8,40,0.02541731782848446,0.04981794294382954,0.05,converged
16,30,0.024083523189138933,0.047203705450712306,0.05,converged
32,20,0.025021787237485243,0.04904270298547107,0.05,converged
