scenario_id,arm,n_per_class,classifier,classifier_label,subset_id,subset_size,x_label,subset_label,mean_loss,std_loss,se_loss,ci95_low,ci95_high,ci95_half_width,replications,stopping_reason
,gmm_to_real,2,linear_svm,Linear SVM,0,1,{X1},{Temperature},0.2784086333252799,0.18986936747318447,0.0300209829555376,0.2195675067324262,0.33724975991813355,0.05884112659285369,40,max_budget
,gmm_to_real,2,logistic_regression,Logistic Regression,0,1,{X1},{Temperature},0.24771482644761217,0.16662059513841884,0.026345029286509097,0.19607856904605434,0.29935108384917,0.05163625740155783,40,max_budget
,gmm_to_real,2,gaussian_nb,Gaussian Naive Bayes,0,1,{X1},{Temperature},0.30886486268825,0.16692087463842903,0.026392507644243536,0.25713554770553265,0.3605941776709673,0.05172931498271733,40,max_budget
,gmm_to_real,2,linear_svm,Linear SVM,1,1,{X2},{Humidity},0.5242892808246759,0.11384504274086657,0.018000481769017834,0.4890083365574009,0.5595702250919508,0.035280944267274954,40,max_budget
,gmm_to_real,2,logistic_regression,Logistic Regression,1,1,{X2},{Humidity},0.5166203591849883,0.12883589601631248,0.020370743790008063,0.47669370135657246,0.556547017013404,0.0399266578284158,40,max_budget
,gmm_to_real,2,gaussian_nb,Gaussian Naive Bayes,1,1,{X2},{Humidity},0.496768543126359,0.1550458243546794,0.024514897332959654,0.44871934435375804,0.5448177418989599,0.04804919877260092,40,max_budget
,gmm_to_real,2,linear_svm,Linear SVM,2,1,{X3},{Light},0.02826568414270758,0.007810273748355029,0.0012349127097111329,0.02584525523167376,0.0306861130537414,0.0024204289110338205,40,max_budget
,gmm_to_real,2,logistic_regression,Logistic Regression,2,1,{X3},{Light},0.02740396230973665,0.007220103914684812,0.001141598665675102,0.02516642892501345,0.02964149569445985,0.0022375333847232,40,max_budget
,gmm_to_real,2,gaussian_nb,Gaussian Naive Bayes,2,1,{X3},{Light},0.08999154385117178,0.11866771139271955,0.018763012636025284,0.053216039084562225,0.12676704861778132,0.036775504766609554,40,max_budget
,gmm_to_real,2,linear_svm,Linear SVM,3,1,{X4},{CO2},0.27795361198357094,0.07067189509838466,0.011174207753569249,0.2560521647865752,0.29985505918056665,0.021901447196995726,40,max_budget
,gmm_to_real,2,logistic_regression,Logistic Regression,3,1,{X4},{CO2},0.2764435854071032,0.08688269168578396,0.01373735974866258,0.24951836029972452,0.30336881051448183,0.026925225107378655,40,max_budget
,gmm_to_real,2,gaussian_nb,Gaussian Naive Bayes,3,1,{X4},{CO2},0.4329165659982282,0.19132157308689343,0.030250596824047744,0.3736253962230946,0.4922077357733618,0.05929116977513358,40,max_budget
,gmm_to_real,2,linear_svm,Linear SVM,4,1,{X5},{HumidityRatio},0.5306253523395345,0.12515785852437447,0.019789195000307198,0.49183853013893236,0.5694121745401366,0.03878682220060211,40,max_budget
,gmm_to_real,2,logistic_regression,Logistic Regression,4,1,{X5},{HumidityRatio},0.5255375694612224,0.118786636756431,0.01878181638706989,0.48872520934256547,0.5623499295798794,0.03681236011865698,40,max_budget
,gmm_to_real,2,gaussian_nb,Gaussian Naive Bayes,4,1,{X5},{HumidityRatio},0.5159317870661191,0.14998134575601044,0.023714132956311067,0.4694520864717494,0.5624114876604888,0.04647970059436969,40,max_budget
,gmm_to_real,2,linear_svm,Linear SVM,5,2,"{X1, X2}","{Temperature, Humidity}",0.34696585326568413,0.1563042983296005,0.024713879539799467,0.2985266493676772,0.39540505716369106,0.048439203898006954,40,max_budget
,gmm_to_real,2,logistic_regression,Logistic Regression,5,2,"{X1, X2}","{Temperature, Humidity}",0.3361903036160103,0.16498094592419107,0.02608577798247584,0.28506217877035767,0.387318428461663,0.05112812484565265,40,max_budget
,gmm_to_real,2,gaussian_nb,Gaussian Naive Bayes,5,2,"{X1, X2}","{Temperature, Humidity}",0.3921418216960618,0.19692890823287626,0.03113719435730867,0.33111292075573684,0.4531707226363868,0.06102890094032499,40,max_budget
,gmm_to_real,2,linear_svm,Linear SVM,6,2,"{X1, X3}","{Temperature, Light}",0.04310421196746396,0.01647575335724221,0.002605045338802561,0.03799832310341094,0.04821010083151698,0.0051058888640530195,40,max_budget
,gmm_to_real,2,logistic_regression,Logistic Regression,6,2,"{X1, X3}","{Temperature, Light}",0.06137150680518644,0.07169756313055571,0.011336380108813418,0.03915220179191214,0.08359081181846073,0.0222193050132743,40,max_budget
,gmm_to_real,2,gaussian_nb,Gaussian Naive Bayes,6,2,"{X1, X3}","{Temperature, Light}",0.12124909398405412,0.1457107671339822,0.02303889518768944,0.07609285941618282,0.1664053285519254,0.0451562345678713,40,max_budget
,gmm_to_real,2,linear_svm,Linear SVM,7,2,"{X1, X4}","{Temperature, CO2}",0.28231255536764116,0.14989573476229587,0.023700596669666646,0.23585938589509453,0.3287657248401878,0.04645316947254662,40,max_budget
,gmm_to_real,2,logistic_regression,Logistic Regression,7,2,"{X1, X4}","{Temperature, CO2}",0.26451034871547074,0.1330942744587723,0.02104405254086473,0.2232640057353759,0.30575669169556563,0.041246342980094865,40,max_budget
,gmm_to_real,2,gaussian_nb,Gaussian Naive Bayes,7,2,"{X1, X4}","{Temperature, CO2}",0.4108560844004188,0.22346515433212713,0.03533294326852823,0.3416035155941035,0.4801086532067341,0.06925256880631533,40,max_budget
,gmm_to_real,2,linear_svm,Linear SVM,8,2,"{X1, X5}","{Temperature, HumidityRatio}",0.35117178062333904,0.16586875189180025,0.026226152431372576,0.2997685218578488,0.40257503938882927,0.05140325876549025,40,max_budget
,gmm_to_real,2,logistic_regression,Logistic Regression,8,2,"{X1, X5}","{Temperature, HumidityRatio}",0.34645244422968513,0.1746380261466162,0.027612696434967283,0.29233155921714926,0.400573329242221,0.054120885012535876,40,max_budget
,gmm_to_real,2,gaussian_nb,Gaussian Naive Bayes,8,2,"{X1, X5}","{Temperature, HumidityRatio}",0.40600990577434165,0.20074222208140596,0.03174013221702948,0.3437992466289639,0.4682205649197194,0.06221065914537778,40,max_budget
,gmm_to_real,2,linear_svm,Linear SVM,9,2,"{X2, X3}","{Humidity, Light}",0.03871506805186438,0.029282590230775455,0.004629984045932302,0.029640299321837066,0.04778983678189169,0.009074768730027313,40,max_budget
,gmm_to_real,2,logistic_regression,Logistic Regression,9,2,"{X2, X3}","{Humidity, Light}",0.04589272771200773,0.05514581647293538,0.008719319174205447,0.028802862130565057,0.0629825932934504,0.017089865581442674,40,max_budget
,gmm_to_real,2,gaussian_nb,Gaussian Naive Bayes,9,2,"{X2, X3}","{Humidity, Light}",0.12931867600869776,0.16123567950041068,0.025493599365310867,0.07935122125268845,0.17928613076470706,0.0499674547560093,40,max_budget
,gmm_to_real,2,linear_svm,Linear SVM,10,2,"{X2, X4}","{Humidity, CO2}",0.3200148989288878,0.1094704858300329,0.017308803589404606,0.28608964389365477,0.3539401539641208,0.033925255035233026,40,max_budget
,gmm_to_real,2,logistic_regression,Logistic Regression,10,2,"{X2, X4}","{Humidity, CO2}",0.3339091568011597,0.13179836458467237,0.020839151198641836,0.2930644204518217,0.3747538931504977,0.040844736349337996,40,max_budget
,gmm_to_real,2,gaussian_nb,Gaussian Naive Bayes,10,2,"{X2, X4}","{Humidity, CO2}",0.4664975436901023,0.20571980842432838,0.032527157721718616,0.40274431455553383,0.5302507728246708,0.06375322913456849,40,max_budget
,gmm_to_real,2,linear_svm,Linear SVM,11,2,"{X2, X5}","{Humidity, HumidityRatio}",0.5050052347587984,0.13762375344620298,0.021760226051572434,0.46235519169771644,0.5476552778198804,0.04265004306108197,40,max_budget
,gmm_to_real,2,logistic_regression,Logistic Regression,11,2,"{X2, X5}","{Humidity, HumidityRatio}",0.5045864540549246,0.14086140359162805,0.022272143487888363,0.4609330528186634,0.5482398552911858,0.04365340123626119,40,max_budget
,gmm_to_real,2,gaussian_nb,Gaussian Naive Bayes,11,2,"{X2, X5}","{Humidity, HumidityRatio}",0.49186800354352905,0.17034495181443232,0.026933901782261918,0.4390775560502957,0.5446584510367625,0.05279044749323336,40,max_budget
,gmm_to_real,2,linear_svm,Linear SVM,12,2,"{X3, X4}","{Light, CO2}",0.06376540227107996,0.03238357016455788,0.005120292024393832,0.05372962990326805,0.07380117463889187,0.01003577236781191,40,max_budget
,gmm_to_real,2,logistic_regression,Logistic Regression,12,2,"{X3, X4}","{Light, CO2}",0.06617339131835387,0.027792890689521794,0.004394441866948826,0.05756028525913417,0.07478649737757356,0.0086131060592197,40,max_budget
,gmm_to_real,2,gaussian_nb,Gaussian Naive Bayes,12,2,"{X3, X4}","{Light, CO2}",0.2088588225819441,0.22360769024634322,0.0353554801753931,0.1395620814381736,0.2781555637257146,0.06929674114377048,40,max_budget
,gmm_to_real,2,linear_svm,Linear SVM,13,2,"{X3, X5}","{Light, HumidityRatio}",0.044877989852621404,0.041376408417760344,0.006542184599874321,0.032055308036867736,0.05770067166837507,0.012822681815753668,40,max_budget
,gmm_to_real,2,logistic_regression,Logistic Regression,13,2,"{X3, X5}","{Light, HumidityRatio}",0.050966417008939356,0.05138252890101306,0.008124291163331484,0.03504280632880965,0.06689002768906907,0.015923610680129707,40,max_budget
,gmm_to_real,2,gaussian_nb,Gaussian Naive Bayes,13,2,"{X3, X5}","{Light, HumidityRatio}",0.15740517033099782,0.20488205772102974,0.03239469770502704,0.09391156282914483,0.22089877783285083,0.063493607501853,40,max_budget
,gmm_to_real,2,linear_svm,Linear SVM,14,2,"{X4, X5}","{CO2, HumidityRatio}",0.33751107352822746,0.11213829223098938,0.01773062081857455,0.3027590567238213,0.3722630903326336,0.03475201680440612,40,max_budget
,gmm_to_real,2,logistic_regression,Logistic Regression,14,2,"{X4, X5}","{CO2, HumidityRatio}",0.3641781428686478,0.14972813215911152,0.02367409637127485,0.3177769139809491,0.4105793717563465,0.0464012288876987,40,max_budget
,gmm_to_real,2,gaussian_nb,Gaussian Naive Bayes,14,2,"{X4, X5}","{CO2, HumidityRatio}",0.49045864540549255,0.2064934892397309,0.03264948739965103,0.4264656501021765,0.5544516407088086,0.06399299530331602,40,max_budget
,gmm_to_real,2,linear_svm,Linear SVM,15,3,"{X1, X2, X3}","{Temperature, Humidity, Light}",0.06660827897237658,0.06280477632617526,0.009930307056406795,0.04714487714181925,0.0860716808029339,0.01946340183055732,40,max_budget
,gmm_to_real,2,logistic_regression,Logistic Regression,15,3,"{X1, X2, X3}","{Temperature, Humidity, Light}",0.071222920190062,0.09350823410042731,0.014784949986878817,0.042244418215779525,0.10020142216434448,0.02897850197428248,40,max_budget
,gmm_to_real,2,gaussian_nb,Gaussian Naive Bayes,15,3,"{X1, X2, X3}","{Temperature, Humidity, Light}",0.15353346218893452,0.17093046298966894,0.0270264792277234,0.10056156290259666,0.20650536147527238,0.052971899286337866,40,max_budget
,gmm_to_real,2,linear_svm,Linear SVM,16,3,"{X1, X2, X4}","{Temperature, Humidity, CO2}",0.31078360312474834,0.14888955984130312,0.023541506445922795,0.26464225049073964,0.35692495575875705,0.046141352634008675,40,max_budget
,gmm_to_real,2,logistic_regression,Logistic Regression,16,3,"{X1, X2, X4}","{Temperature, Humidity, CO2}",0.2904948860433277,0.1388654681229972,0.02195655838070891,0.24746003161713823,0.33352974046951717,0.04303485442618946,40,max_budget
,gmm_to_real,2,gaussian_nb,Gaussian Naive Bayes,16,3,"{X1, X2, X4}","{Temperature, Humidity, CO2}",0.42583152130144153,0.2259414334629403,0.03572447737731382,0.3558115456419064,0.49585149696097663,0.07001997565953508,40,max_budget
,gmm_to_real,2,linear_svm,Linear SVM,17,3,"{X1, X2, X5}","{Temperature, Humidity, HumidityRatio}",0.3904948860433277,0.16099815924924324,0.02545604411610565,0.34060103957576066,0.4403887325108948,0.049893846467567074,40,max_budget
,gmm_to_real,2,logistic_regression,Logistic Regression,17,3,"{X1, X2, X5}","{Temperature, Humidity, HumidityRatio}",0.3912639929129419,0.17687245034967947,0.02796598992200161,0.33645065266581875,0.44607733316006504,0.05481334024712316,40,max_budget
,gmm_to_real,2,gaussian_nb,Gaussian Naive Bayes,17,3,"{X1, X2, X5}","{Temperature, Humidity, HumidityRatio}",0.40979101232181686,0.19676233567664247,0.031110856923639907,0.34881373275148264,0.4707682918921511,0.06097727957033422,40,max_budget
,gmm_to_real,2,linear_svm,Linear SVM,18,3,"{X1, X3, X4}","{Temperature, Light, CO2}",0.07275509382298462,0.03316585819878274,0.005243982623116147,0.06247688788167697,0.08303329976429226,0.010278205941307647,40,max_budget
,gmm_to_real,2,logistic_regression,Logistic Regression,18,3,"{X1, X3, X4}","{Temperature, Light, CO2}",0.09524643633727954,0.061847678091748466,0.009778976538141073,0.07607964232252304,0.11441323035203604,0.019166794014756502,40,max_budget
,gmm_to_real,2,gaussian_nb,Gaussian Naive Bayes,18,3,"{X1, X3, X4}","{Temperature, Light, CO2}",0.22858178303938148,0.22407587524728015,0.035429506723857536,0.15913994986062072,0.2980236162181422,0.06944183317876076,40,max_budget
,gmm_to_real,2,linear_svm,Linear SVM,19,3,"{X1, X3, X5}","{Temperature, Light, HumidityRatio}",0.06968671981960216,0.06774752397028794,0.010711824079148165,0.048691544624471755,0.09068189501473256,0.020995175195130403,40,max_budget
,gmm_to_real,2,logistic_regression,Logistic Regression,19,3,"{X1, X3, X5}","{Temperature, Light, HumidityRatio}",0.07490537166787468,0.07117790061908624,0.011254214251271074,0.05284711173538338,0.09696363160036599,0.022058259932491303,40,max_budget
,gmm_to_real,2,gaussian_nb,Gaussian Naive Bayes,19,3,"{X1, X3, X5}","{Temperature, Light, HumidityRatio}",0.18617218329709267,0.2107211730864946,0.033317942908794806,0.12086901519585486,0.2514753513983305,0.06530316810123782,40,max_budget
,gmm_to_real,2,linear_svm,Linear SVM,20,3,"{X1, X4, X5}","{Temperature, CO2, HumidityRatio}",0.33236691632439397,0.1621415118004256,0.025636824027620676,0.28211874123025743,0.3826150914185305,0.050248175094136524,40,max_budget
,gmm_to_real,2,logistic_regression,Logistic Regression,20,3,"{X1, X4, X5}","{Temperature, CO2, HumidityRatio}",0.3034770878634131,0.14741036762897733,0.02330762562151615,0.25779414164524145,0.34916003408158475,0.04568294621817165,40,max_budget
,gmm_to_real,2,gaussian_nb,Gaussian Naive Bayes,20,3,"{X1, X4, X5}","{Temperature, CO2, HumidityRatio}",0.4508637352017396,0.22295275735274617,0.035251926192476524,0.38176995986448564,0.5199575105389936,0.06909377533725398,40,max_budget
,gmm_to_real,2,linear_svm,Linear SVM,21,3,"{X2, X3, X4}","{Humidity, Light, CO2}",0.06523717484094387,0.03472551115811697,0.005490585408662054,0.05447562743996624,0.07599872224192149,0.010761547400977626,40,max_budget
,gmm_to_real,2,logistic_regression,Logistic Regression,21,3,"{X2, X3, X4}","{Humidity, Light, CO2}",0.07356446806797132,0.03961228384464379,0.006263252013508293,0.06128849412149506,0.08584044201444757,0.012275973946476254,40,max_budget
