n_per_class,replications,max_se,max_ci95_half_width,target_ci95_half_width,stopping_reason
2,40,0.03804142160540087,0.07456118634658569,0.05,max_budget
4,40,0.02901759889225421,0.05687449382881825,0.05,max_budget
8,40,0.031234954553706985,0.06122051092526569,0.05,max_budget
16,40,0.026152431014165672,0.05125876478776472,0.05,max_budget
32,20,0.020421008643948087,0.04002517694213825,0.05,converged
