scenario_id,arm,n_per_class,classifier,classifier_label,subset_id,subset_size,x_label,subset_label,mean_loss,std_loss,se_loss,ci95_low,ci95_high,ci95_half_width,replications,stopping_reason
,real_to_real,2,linear_svm,Linear SVM,0,1,{X1},{Temperature},0.2554280422002094,0.13208140135745222,0.02088390324182023,0.21449559184624178,0.29636049255417707,0.04093245035396765,40,max_budget
,real_to_real,2,logistic_regression,Logistic Regression,0,1,{X1},{Temperature},0.2517395506160908,0.13006218916061782,0.02056463776076078,0.2114328606049997,0.29204624062718193,0.04030669001109113,40,max_budget
,real_to_real,2,gaussian_nb,Gaussian Naive Bayes,0,1,{X1},{Temperature},0.2986752033502456,0.16939758612578665,0.026784110114601203,0.24617834752562726,0.35117205917486394,0.052496855824618355,40,max_budget
,real_to_real,2,linear_svm,Linear SVM,1,1,{X2},{Humidity},0.49965571394056535,0.11986395440315221,0.018952155263426473,0.4625094896242495,0.5368019382568813,0.03714622431631589,40,max_budget
,real_to_real,2,logistic_regression,Logistic Regression,1,1,{X2},{Humidity},0.5065494886043328,0.1403823979651384,0.022196406048301205,0.46304453274966245,0.5500544444590032,0.04350495585467036,40,max_budget
,real_to_real,2,gaussian_nb,Gaussian Naive Bayes,1,1,{X2},{Humidity},0.518355883063542,0.1439801457827803,0.022765259925833628,0.47373597360890807,0.5629757925181759,0.04461990945463391,40,max_budget
,real_to_real,2,linear_svm,Linear SVM,2,1,{X3},{Light},0.030621325601997262,0.005819443640779579,0.0009201348309923101,0.028817861333252336,0.03242478987074219,0.0018034642687449276,40,max_budget
,real_to_real,2,logistic_regression,Logistic Regression,2,1,{X3},{Light},0.028356285737295643,0.005449140725288908,0.0008615847991347415,0.02666757953099155,0.030044991943599737,0.0016887062063040935,40,max_budget
,real_to_real,2,gaussian_nb,Gaussian Naive Bayes,2,1,{X3},{Light},0.11686397680599177,0.048276831578199,0.0076332373001725025,0.10190283169765366,0.13182512191432988,0.014961145108338104,40,max_budget
,real_to_real,2,linear_svm,Linear SVM,3,1,{X4},{CO2},0.31098091326407346,0.10650801367308037,0.016840395613364516,0.277973737861879,0.3439880886662679,0.03300717540219445,40,max_budget
,real_to_real,2,logistic_regression,Logistic Regression,3,1,{X4},{CO2},0.31393855198518156,0.1147086485277912,0.018137029833377026,0.2783899735117626,0.3494871304586005,0.03554857847341897,40,max_budget
,real_to_real,2,gaussian_nb,Gaussian Naive Bayes,3,1,{X4},{CO2},0.5841628412660063,0.18103699014131208,0.028624461479399715,0.5280588967663828,0.6402667857656297,0.05610394449962344,40,max_budget
,real_to_real,2,linear_svm,Linear SVM,4,1,{X5},{HumidityRatio},0.5053112668116293,0.13084297190433644,0.020688090352156102,0.4647626097214033,0.5458599239018552,0.04054865709022596,40,max_budget
,real_to_real,2,logistic_regression,Logistic Regression,4,1,{X5},{HumidityRatio},0.5256744785374889,0.1308932275114477,0.020696036461339405,0.4851102470732637,0.5662387100017142,0.040564231464225234,40,max_budget
,real_to_real,2,gaussian_nb,Gaussian Naive Bayes,4,1,{X5},{HumidityRatio},0.5348876540227108,0.1522696150894953,0.024075940105997444,0.4876988114149558,0.5820764966304658,0.04718884260775499,40,max_budget
,real_to_real,2,linear_svm,Linear SVM,5,2,"{X1, X2}","{Temperature, Humidity}",0.327482483691713,0.16366281818574616,0.02587736368744921,0.27676285086431257,0.37820211651911345,0.05071963282740045,40,max_budget
,real_to_real,2,logistic_regression,Logistic Regression,5,2,"{X1, X2}","{Temperature, Humidity}",0.35816421035676893,0.18297578294871855,0.028931011538527545,0.30145942774125495,0.4148689929722829,0.05670478261551399,40,max_budget
,real_to_real,2,gaussian_nb,Gaussian Naive Bayes,5,2,"{X1, X2}","{Temperature, Humidity}",0.38009986309092375,0.2054752784931434,0.03248849414478718,0.3164224145671409,0.4437773116147066,0.06367744852378288,40,max_budget
,real_to_real,2,linear_svm,Linear SVM,6,2,"{X1, X3}","{Temperature, Light}",0.046277281146814855,0.012771945176556335,0.002019421845435969,0.04231921432976036,0.05023534796386935,0.003958066817054499,40,max_budget
,real_to_real,2,logistic_regression,Logistic Regression,6,2,"{X1, X3}","{Temperature, Light}",0.05360997020214223,0.010737544272895052,0.0016977548189622473,0.05028237075697623,0.056937569647308235,0.003327599445166005,40,max_budget
,real_to_real,2,gaussian_nb,Gaussian Naive Bayes,6,2,"{X1, X3}","{Temperature, Light}",0.14802488523798019,0.10845764865995258,0.01714865997158795,0.11441351169366781,0.18163625878229256,0.03361137354431238,40,max_budget
,real_to_real,2,linear_svm,Linear SVM,7,2,"{X1, X4}","{Temperature, CO2}",0.2588870097447048,0.09431749136403449,0.014912904795180515,0.22965771634615098,0.2881163031432586,0.029229293398553808,40,max_budget
,real_to_real,2,logistic_regression,Logistic Regression,7,2,"{X1, X4}","{Temperature, CO2}",0.2664170089393573,0.11304391663786094,0.01787381261009221,0.2313843362235766,0.3014496816551381,0.03503267271578073,40,max_budget
,real_to_real,2,gaussian_nb,Gaussian Naive Bayes,7,2,"{X1, X4}","{Temperature, CO2}",0.5364520415559314,0.2021817064723681,0.03196773468361451,0.47379528157604694,0.5991088015358158,0.06265675997988444,40,max_budget
,real_to_real,2,linear_svm,Linear SVM,8,2,"{X1, X5}","{Temperature, HumidityRatio}",0.3317850527502617,0.16613148706335887,0.02626769450955059,0.2803003715115426,0.38326973398898084,0.05148468123871915,40,max_budget
,real_to_real,2,logistic_regression,Logistic Regression,8,2,"{X1, X5}","{Temperature, HumidityRatio}",0.3558307159539341,0.19090051264674318,0.030184021322874354,0.2966700341611004,0.41499139774676785,0.059160681792833736,40,max_budget
,real_to_real,2,gaussian_nb,Gaussian Naive Bayes,8,2,"{X1, X5}","{Temperature, HumidityRatio}",0.396239027140211,0.21795458213266575,0.03446164530047315,0.3286942023512836,0.46378385192913835,0.06754482478892737,40,max_budget
,real_to_real,2,linear_svm,Linear SVM,9,2,"{X2, X3}","{Humidity, Light}",0.04129419344447129,0.03500253189013502,0.005534386232275262,0.03044679642921178,0.05214159045973081,0.010847397015259514,40,max_budget
,real_to_real,2,logistic_regression,Logistic Regression,9,2,"{X2, X3}","{Humidity, Light}",0.046023596681968273,0.047981280521106576,0.007586506574908377,0.031154043795147857,0.06089314956878869,0.014869552886820419,40,max_budget
,real_to_real,2,gaussian_nb,Gaussian Naive Bayes,9,2,"{X2, X3}","{Humidity, Light}",0.16719416928404607,0.16514389819414388,0.026111542998623116,0.11601554500674477,0.21837279356134737,0.051178624277301306,40,max_budget
,real_to_real,2,linear_svm,Linear SVM,10,2,"{X2, X4}","{Humidity, CO2}",0.32165378110654747,0.12900240506227717,0.020397071181821567,0.28167552159017717,0.36163204062291776,0.03997825951637027,40,max_budget
,real_to_real,2,logistic_regression,Logistic Regression,10,2,"{X2, X4}","{Humidity, CO2}",0.3364882821937666,0.1551276345692762,0.024527832663659304,0.2884137301729943,0.38456283421453885,0.04807455202077224,40,max_budget
,real_to_real,2,gaussian_nb,Gaussian Naive Bayes,10,2,"{X2, X4}","{Humidity, CO2}",0.6026012724490618,0.1822899294665015,0.02882256858127936,0.5461090380297543,0.6590935068683693,0.05649223441930755,40,max_budget
,real_to_real,2,linear_svm,Linear SVM,11,2,"{X2, X5}","{Humidity, HumidityRatio}",0.47818716276073125,0.13056752390386164,0.020644538199234126,0.4377238678902324,0.5186504576312302,0.040463294870498885,40,max_budget
,real_to_real,2,logistic_regression,Logistic Regression,11,2,"{X2, X5}","{Humidity, HumidityRatio}",0.49353507288394943,0.15024838262999052,0.02375635519336249,0.44697261670495897,0.54009752906294,0.04656245617899048,40,max_budget
,real_to_real,2,gaussian_nb,Gaussian Naive Bayes,11,2,"{X2, X5}","{Humidity, HumidityRatio}",0.5216336474188612,0.15304873370917868,0.024199129576279746,0.4742033534493529,0.5690639413883695,0.0474302939695083,40,max_budget
,real_to_real,2,linear_svm,Linear SVM,12,2,"{X3, X4}","{Light, CO2}",0.06588346621567207,0.027381210249021914,0.004329349473942773,0.05739794124674423,0.0743689911845999,0.008485524968927835,40,max_budget
,real_to_real,2,logistic_regression,Logistic Regression,12,2,"{X3, X4}","{Light, CO2}",0.06902834823226221,0.027818451983807647,0.004398483462443083,0.06040732064587377,0.07764937581865065,0.008621027586388443,40,max_budget
,real_to_real,2,gaussian_nb,Gaussian Naive Bayes,12,2,"{X3, X4}","{Light, CO2}",0.3652673753724732,0.21798395275882332,0.03446628920422132,0.29771344853219944,0.432821302212747,0.06755392684027378,40,max_budget
,real_to_real,2,linear_svm,Linear SVM,13,2,"{X3, X5}","{Light, HumidityRatio}",0.04635580252879118,0.04090293232235316,0.006467321455917826,0.03367985247519224,0.059031752582390115,0.012675950053598938,40,max_budget
,real_to_real,2,logistic_regression,Logistic Regression,13,2,"{X3, X5}","{Light, HumidityRatio}",0.05189659338004349,0.050981143802638136,0.00806082660684571,0.036097373230625895,0.06769581352946108,0.01579922014941759,40,max_budget
,real_to_real,2,gaussian_nb,Gaussian Naive Bayes,13,2,"{X3, X5}","{Light, HumidityRatio}",0.18331722638318432,0.1801426480551597,0.02848305357942031,0.12749044136752052,0.2391440113988481,0.05582678501566381,40,max_budget
,real_to_real,2,linear_svm,Linear SVM,14,2,"{X4, X5}","{CO2, HumidityRatio}",0.33520173955061605,0.12665338774767204,0.02002565893295534,0.29595144804202356,0.37445203105920855,0.039250291508592466,40,max_budget
,real_to_real,2,logistic_regression,Logistic Regression,14,2,"{X4, X5}","{CO2, HumidityRatio}",0.36614319078682456,0.158003821359752,0.024982597725358956,0.317177299245121,0.4151090823285281,0.048965891541703555,40,max_budget
,real_to_real,2,gaussian_nb,Gaussian Naive Bayes,14,2,"{X4, X5}","{CO2, HumidityRatio}",0.6006060239993557,0.18556080407911663,0.0293397392671136,0.543100135035813,0.6581119129628984,0.05750588896354265,40,max_budget
,real_to_real,2,linear_svm,Linear SVM,15,3,"{X1, X2, X3}","{Temperature, Humidity, Light}",0.06258959491020374,0.037614602849792275,0.005947390914400198,0.05093270871797936,0.07424648110242814,0.01165688619222439,40,max_budget
,real_to_real,2,logistic_regression,Logistic Regression,15,3,"{X1, X2, X3}","{Temperature, Humidity, Light}",0.06756060239993558,0.032766739892518146,0.005180876477932909,0.057406084503187085,0.07771512029668408,0.0101545178967485,40,max_budget
